name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
maruti alto 800 lxi,2019,280000,25880,petrol,individual,manual,first owner
hyundai santro magna amt bsiv,2019,475000,10000,petrol,individual,automatic,first owner
maruti swift dzire vdi,2009,300000,50000,diesel,individual,manual,first owner
maruti alto k10 lxi,2014,200999,40000,petrol,individual,manual,first owner
skoda laura 1.9 tdi mt ambiente,2009,200000,100000,diesel,individual,manual,third owner
chevrolet aveo u-va 1.2 ls,2009,210000,80000,petrol,individual,manual,second owner
tata indigo ls bsii,2012,160000,110000,diesel,individual,manual,first owner
hyundai verna crdi sx abs,2009,175000,136000,diesel,individual,manual,second owner
tata new safari dicor 2.2 gx 4x2 bs iv,2012,320000,80000,diesel,individual,manual,first owner
maruti alto lxi,2009,110000,50000,petrol,individual,manual,second owner
maruti wagon r lxi minor,2008,300000,30000,petrol,individual,manual,first owner
honda city v mt,2012,700000,10000,petrol,individual,manual,first owner
tata indica vista aura 1.3 quadrajet,2009,135000,90000,diesel,individual,manual,fourth & above owner
mahindra bolero power plus plus non ac bsiv ps,2015,500000,110000,diesel,individual,manual,first owner
mahindra scorpio vlx 2wd airbag bsiv,2012,550000,120000,diesel,individual,manual,second owner
toyota innova 2.5 z diesel 7 seater bs iv,2014,1050000,90000,diesel,individual,manual,third owner
honda city i vtec v,2016,500000,20000,petrol,individual,manual,first owner
maruti ritz vdi,2011,180000,90000,diesel,individual,manual,second owner
hyundai santro xing gls,2010,170000,50000,petrol,individual,manual,second owner
honda brio 1.2 s option mt,2019,484999,9000,petrol,individual,manual,first owner
maruti a-star vxi,2011,150000,70000,petrol,individual,manual,second owner
maruti alto k10 vxi airbag,2018,380000,25000,petrol,individual,manual,first owner
hyundai santro sportz bsiv,2019,480000,10000,petrol,individual,manual,first owner
tata indica vista aura 1.3 quadrajet,2009,135000,90000,diesel,individual,manual,fourth & above owner
volkswagen polo diesel highline 1.2l,2011,290000,60000,diesel,individual,manual,second owner
fiat linea dynamic,2013,350000,70000,petrol,individual,manual,first owner
maruti alto 800 lxi,2014,110000,25000,petrol,individual,manual,first owner
hyundai santro le zipplus,2003,70000,80000,petrol,individual,manual,third owner
volkswagen vento petrol highline at,2011,300000,70000,petrol,individual,automatic,third owner
maruti alto 800 lx,2017,180000,60000,petrol,individual,manual,first owner
renault kwid rxl,2020,300000,20000,petrol,individual,manual,first owner
maruti baleno delta 1.2,2017,509000,60000,petrol,individual,manual,first owner
maruti sx4 s cross ddis 320 zeta,2016,650000,80000,diesel,individual,manual,first owner
maruti swift vdi bsiv,2015,450000,70000,diesel,individual,manual,third owner
mahindra jeep classic,1999,170000,2020,diesel,individual,manual,second owner
mahindra scorpio 2.6 turbo 7 str,2007,210000,100000,diesel,individual,manual,second owner
hyundai i20 asta 1.4 crdi,2013,360000,80000,diesel,individual,manual,second owner
toyota innova 2.5 gx (diesel) 7 seater bs iv,2011,495000,120000,diesel,individual,manual,second owner
maruti alto lx,2006,105000,100000,petrol,individual,manual,third owner
hyundai i20 magna,2010,270000,60000,petrol,individual,manual,third owner
ford figo petrol lxi,2010,130000,110000,petrol,individual,manual,first owner
honda city i dtec s,2014,700000,90000,diesel,individual,manual,second owner
chevrolet cruze ltz,2012,400000,40000,diesel,individual,manual,first owner
maruti swift zxi abs,2009,250000,60000,petrol,individual,manual,second owner
honda amaze vx i-dtec,2013,325000,94000,diesel,individual,manual,second owner
maruti alto lxi,2008,69000,100000,petrol,individual,manual,first owner
mahindra scorpio s11 bsiv,2018,1380000,25000,diesel,individual,manual,first owner
maruti zen estilo vxi bsiii,2007,90000,90000,petrol,individual,manual,first owner
mahindra xuv500 w6 1.99 mhawk,2016,1000000,40000,diesel,individual,manual,first owner
hyundai accent gle cng,2010,145000,90000,cng,individual,manual,second owner
maruti alto k10 lx,2020,250000,1100,petrol,individual,manual,fourth & above owner
maruti swift vdi,2011,256000,70000,diesel,individual,manual,third owner
tata indica dls,2005,70000,120000,diesel,individual,manual,first owner
maruti wagon r vx,2000,50000,88500,petrol,individual,manual,fourth & above owner
renault kwid rxt,2016,240000,70000,petrol,individual,manual,second owner
tata indica vista aqua 1.2 safire bsiv,2010,97000,128000,petrol,individual,manual,first owner
tata indigo cr4,2012,130000,120000,diesel,individual,manual,first owner
maruti swift 1.3 vxi,2009,199000,52536,petrol,individual,manual,first owner
honda civic 1.8 s at,2006,125000,70000,petrol,individual,automatic,first owner
hyundai xcent 1.1 crdi base,2015,420000,60000,diesel,individual,manual,first owner
mahindra nuvosport n8,2016,525000,110000,diesel,individual,manual,first owner
hyundai santro xing gls,2008,125000,85000,petrol,individual,manual,first owner
hyundai verna transform crdi vgt sx abs,2010,325000,135000,diesel,individual,manual,first owner
volkswagen vento new diesel highline,2012,330000,86000,diesel,individual,manual,fourth & above owner
maruti wagon r lxi bs iv,2010,110000,50000,petrol,individual,manual,first owner
maruti s-presso vxi plus,2019,450000,1950,petrol,individual,manual,first owner
maruti swift 1.3 vxi,2005,85000,118400,petrol,individual,manual,first owner
honda civic 1.8 s mt,2007,229999,70000,petrol,individual,manual,second owner
hyundai i10 magna,2012,250000,60000,petrol,individual,manual,second owner
ford ecosport 1.5 dv5 mt titanium,2015,650000,68000,diesel,individual,manual,first owner
maruti swift dzire vdi,2017,600000,46507,diesel,trustmark dealer,manual,first owner
toyota etios liva 1.2 vx,2017,650000,6480,petrol,trustmark dealer,manual,first owner
maruti vitara brezza vdi,2017,750000,32077,diesel,trustmark dealer,manual,first owner
toyota yaris g,2018,850000,19107,petrol,trustmark dealer,manual,first owner
hyundai eon era plus option,2017,315000,18469,petrol,trustmark dealer,manual,first owner
maruti swift lxi option,2015,415000,28217,petrol,trustmark dealer,manual,first owner
maruti ciaz zdi plus,2016,640000,72787,diesel,trustmark dealer,manual,first owner
maruti ciaz 1.4 alpha,2017,780000,31063,petrol,trustmark dealer,manual,first owner
toyota fortuner 4x2 at,2017,2595000,79641,diesel,trustmark dealer,automatic,first owner
hyundai creta 1.6 crdi sx,2015,850000,58692,diesel,trustmark dealer,manual,first owner
hyundai creta 1.6 crdi sx,2015,900000,54784,diesel,trustmark dealer,manual,first owner
toyota corolla altis gl mt,2016,1150000,64156,petrol,trustmark dealer,manual,first owner
maruti esteem lxi - bsiii,2007,75000,54000,petrol,individual,manual,first owner
volkswagen vento diesel comfortline,2012,215000,97000,diesel,individual,manual,first owner
maruti sx4 zxi at,2009,130000,120000,petrol,individual,automatic,second owner
hyundai santro magna amt bsiv,2019,400000,16000,petrol,individual,automatic,first owner
maruti swift dzire amt zxi,2019,550000,60000,petrol,individual,automatic,first owner
chevrolet beat lt,2016,245000,52000,petrol,dealer,manual,first owner
maruti swift vdi bsiv,2010,320000,110000,diesel,individual,manual,fourth & above owner
mahindra tuv 300 t8 amt,2016,730000,60000,diesel,individual,automatic,second owner
ford fusion 1.6 duratec petrol,2005,120000,100000,petrol,individual,manual,third owner
honda city i-vtec vx,2017,950000,35000,petrol,individual,manual,first owner
maruti wagon r vxi bs iv,2017,350000,48000,petrol,individual,manual,third owner
maruti esteem vxi,2005,100000,20000,petrol,individual,manual,second owner
maruti wagon r vxi bs iv,2017,350000,30000,petrol,individual,manual,first owner
maruti wagon r vxi bsiii,2005,80000,40000,petrol,individual,manual,second owner
hyundai verna 1.6 vtvt,2013,370000,60000,petrol,individual,manual,first owner
hyundai eon d lite plus,2012,160000,70000,petrol,individual,manual,second owner
tata sumo victa ex 7/9 str bsii,2009,130000,120000,diesel,individual,manual,first owner
chevrolet sail hatchback 1.2 ls,2016,250000,30000,petrol,individual,manual,first owner
tata new safari dicor 2.2 gx 4x2 bs iv,2012,270000,80000,diesel,individual,manual,second owner
bmw x1 sdrive 20d xline,2019,2600000,9500,diesel,individual,automatic,first owner
hyundai eon era plus,2013,160000,80000,petrol,individual,manual,first owner
hyundai eon magna plus,2016,229999,80000,petrol,individual,manual,first owner
mahindra bolero power plus zlx,2017,750000,29000,diesel,individual,manual,first owner
chevrolet optra magnum 2.0 ls,2011,195000,120000,diesel,individual,manual,first owner
toyota etios cross 1.2l g,2015,320000,60000,petrol,individual,manual,first owner
mahindra scorpio s7 140 bsiv,2018,1100000,20000,diesel,individual,manual,first owner
datsun redigo s,2016,270000,22000,petrol,individual,manual,first owner
skoda fabia 1.2 mpi ambition plus,2012,300000,50000,petrol,individual,manual,first owner
chevrolet beat diesel lt,2012,200000,50000,diesel,individual,manual,first owner
maruti zen estilo 1.1 lxi bsiii,2007,120000,81366,petrol,individual,manual,first owner
maruti esteem vxi - bsiii,2006,95000,110000,petrol,individual,manual,first owner
volkswagen polo petrol comfortline 1.2l,2013,400000,100000,petrol,individual,manual,first owner
toyota innova 2.5 g (diesel) 8 seater bs iv,2006,229999,300000,diesel,individual,manual,first owner
mahindra kuv 100 mfalcon d75 k6,2016,430000,20000,diesel,individual,manual,first owner
renault fluence 1.5,2012,300000,90000,diesel,individual,manual,first owner
fiat linea dynamic,2013,350000,70000,petrol,individual,manual,first owner
renault duster 110ps diesel rxz,2013,450000,120000,diesel,individual,manual,first owner
renault kwid rxt,2016,200000,53000,petrol,individual,manual,second owner
maruti alto 800 lxi,2017,250000,30000,petrol,individual,manual,first owner
maruti swift dzire 1.2 vxi bsiv,2012,368000,90000,petrol,individual,manual,second owner
maruti swift dzire 1.2 vxi bsiv,2012,368000,90000,petrol,individual,manual,second owner
toyota innova 2.5 gx (diesel) 7 seater,2014,650000,244000,diesel,individual,manual,first owner
mahindra jeep cl 500 mdi,1997,150000,120000,diesel,individual,manual,third owner
maruti wagon r lxi duo bs iv,2012,180000,60000,lpg,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz option,2017,525000,15000,petrol,individual,manual,first owner
ford endeavour 4x4 xlt,2005,350000,150000,diesel,individual,manual,second owner
mahindra tuv 300 plus p4,2018,850000,30000,diesel,individual,manual,second owner
volkswagen jetta 2.0 tdi comfortline,2011,350000,312000,diesel,individual,manual,third owner
maruti esteem lxi - bsiii,2007,75000,54000,petrol,individual,manual,first owner
maruti swift 1.3 vxi,2005,160000,67000,petrol,individual,manual,first owner
maruti swift ldi optional,2017,500000,40000,diesel,individual,manual,first owner
hyundai santro xing gls,2008,130000,100000,petrol,individual,manual,first owner
tata zest quadrajet 1.3 75ps xe,2015,350000,100000,diesel,individual,manual,second owner
maruti wagon r lxi,2005,70000,80000,petrol,individual,manual,first owner
toyota innova 2.5 g (diesel) 7 seater,2014,750000,145000,diesel,individual,manual,second owner
honda amaze vx i-dtec,2013,450000,53000,diesel,individual,manual,first owner
maruti swift dzire ldi,2015,430000,73000,diesel,individual,manual,third owner
maruti sx4 vdi,2011,260000,90000,diesel,individual,manual,third owner
maruti swift vdi,2013,370000,80000,diesel,individual,manual,third owner
chevrolet aveo 1.4 cng,2011,229999,100000,cng,individual,manual,first owner
ford figo diesel exi,2011,140000,90000,diesel,individual,manual,third owner
toyota innova 2.5 g (diesel) 7 seater,2013,700000,200000,diesel,individual,manual,first owner
hyundai elite i20 magna plus bsiv,2020,545000,7300,petrol,individual,manual,first owner
datsun redigo t option,2017,200000,30000,petrol,individual,manual,first owner
tata safari storme vx,2015,500000,120000,diesel,individual,manual,first owner
maruti alto lxi,2008,70000,90000,petrol,individual,manual,second owner
mahindra thar 4x4,2013,580000,25000,diesel,individual,manual,third owner
maruti eeco 5 str with ac plus htr cng,2012,160000,70000,cng,individual,manual,second owner
hyundai grand i10 1.2 kappa sportz bsiv,2018,450000,6000,petrol,individual,manual,first owner
maruti alto lxi,2010,160000,36000,petrol,individual,manual,first owner
maruti ertiga shvs zdi plus,2016,760000,49000,diesel,individual,manual,first owner
hyundai eon magna optional,2015,300000,22000,petrol,individual,manual,first owner
maruti omni 5 str std lpg,1998,50000,35000,lpg,individual,manual,second owner
mahindra bolero 2011-2019 slx,2019,800000,24000,diesel,individual,manual,first owner
maruti swift dzire vdi,2018,680000,20000,diesel,individual,manual,first owner
maruti 800 duo ac lpg,2009,85000,50000,lpg,individual,manual,second owner
toyota innova crysta 2.4 g mt bsiv,2016,1300000,70000,diesel,individual,manual,first owner
maruti swift vxi bsiv,2016,500000,60000,petrol,individual,manual,first owner
audi q5 2.0 tdi,2015,3500000,35000,diesel,individual,automatic,first owner
hyundai accent glx,2008,145000,60000,petrol,individual,manual,first owner
mahindra quanto c6,2013,300000,60000,diesel,individual,manual,first owner
maruti swift vdi optional,2017,600000,60000,diesel,individual,manual,second owner
maruti swift dzire vxi,2015,400000,70000,petrol,individual,manual,second owner
hyundai santro xing xk erlx euroiii,2007,130000,135000,petrol,individual,manual,second owner
maruti 800 ac bsii,2001,45000,72539,petrol,individual,manual,second owner
maruti baleno zeta 1.2,2017,641000,25000,petrol,individual,manual,first owner
maruti swift dzire vdi,2015,650000,50000,diesel,individual,manual,first owner
ford freestyle titanium diesel,2020,784000,101,diesel,dealer,manual,test drive car
ford figo titanium,2020,635000,101,petrol,dealer,manual,test drive car
ford ecosport 1.5 diesel titanium,2020,1000000,101,diesel,dealer,manual,test drive car
ford figo 1.5d titanium opt mt,2015,495000,52328,diesel,dealer,manual,first owner
hyundai santro xing gls,2013,324000,30000,petrol,individual,manual,first owner
ford endeavour 3.2 titanium at 4x4,2016,2100000,91505,diesel,dealer,automatic,first owner
maruti alto 800 lxi,2018,200000,35000,petrol,individual,manual,first owner
maruti swift dzire vdi,2015,320000,60000,diesel,individual,manual,first owner
hyundai eon magna optional,2015,300000,20500,petrol,individual,manual,first owner
tata indica vista quadrajet lx,2013,180000,200000,diesel,individual,manual,first owner
toyota innova 2.5 v diesel 8-seater,2008,500000,154000,diesel,individual,manual,third owner
toyota etios vx,2011,305000,120000,petrol,individual,manual,second owner
maruti 800 ac,2009,125000,50000,petrol,individual,manual,fourth & above owner
maruti swift dzire zdi,2015,800000,135000,diesel,individual,manual,first owner
mahindra scorpio sle bsiv,2009,420000,100000,diesel,individual,manual,first owner
