name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age_of_car,price_per_km,is_diesel,is_dealer,is_automatic,owner_priority,brand
hyundai verna 1.6 vtvt at s option,2016,770000,10000,petrol,individual,automatic,first owner,10,77.0,0,0,1,1,hyundai
maruti swift dzire ldi,2018,550000,80000,diesel,individual,manual,first owner,8,6.875,1,0,0,1,maruti
tata new safari dicor 2.2 gx 4x2,2011,320000,100000,diesel,individual,manual,second owner,15,3.2,1,0,0,2,tata
maruti sx4 vxi bsiv,2013,400000,35000,petrol,individual,manual,first owner,13,11.428571428571429,0,0,0,1,maruti
maruti celerio vxi at,2017,450000,50000,petrol,individual,automatic,first owner,9,9.0,0,0,1,1,maruti
maruti sx4 zdi,2011,220000,90000,diesel,individual,manual,third owner,15,2.4444444444444446,1,0,0,3,maruti
mahindra xuv500 w8 2wd,2012,400000,150000,diesel,individual,manual,second owner,14,2.6666666666666665,1,0,0,2,mahindra
hyundai verna 1.6 sx vtvt (o),2013,530000,89000,petrol,individual,manual,second owner,13,5.955056179775281,0,0,0,2,hyundai
maruti swift dzire vdi,2014,390000,60000,diesel,individual,manual,second owner,12,6.5,1,0,0,2,maruti
fiat grande punto 1.3 dynamic (diesel),2012,185000,100000,diesel,individual,manual,second owner,14,1.85,1,0,0,2,fiat
maruti sx4 vxi bsiv,2012,300000,100000,petrol,individual,manual,second owner,14,3.0,0,0,0,2,maruti
maruti swift vdi bsiv,2014,575000,90000,diesel,individual,manual,second owner,12,6.388888888888889,1,0,0,2,maruti
maruti wagon r stingray vxi,2014,300000,75000,petrol,individual,manual,first owner,12,4.0,0,0,0,1,maruti
toyota etios liva 1.4 vd,2017,425000,36000,diesel,dealer,manual,first owner,9,11.805555555555555,1,1,0,1,toyota
hyundai xcent 1.2 kappa sx,2016,350000,12000,petrol,individual,manual,first owner,10,29.166666666666668,0,0,0,1,hyundai
honda amaze vx o idtec,2017,550000,12997,diesel,dealer,manual,first owner,9,42.31745787489421,1,1,0,1,honda
maruti ciaz 1.4 at zeta,2017,500000,40000,petrol,individual,automatic,first owner,9,12.5,0,0,1,1,maruti
mahindra scorpio s4 4wd,2015,600000,60000,diesel,individual,manual,first owner,11,10.0,1,0,0,1,mahindra
mahindra quanto c8,2013,300000,25000,diesel,individual,manual,second owner,13,12.0,1,0,0,2,mahindra
hyundai verna crdi 1.6 sx option,2018,1150000,26430,diesel,dealer,manual,first owner,8,43.51116155883466,1,1,0,1,hyundai
maruti swift 1.3 vxi abs,2015,475000,24600,petrol,dealer,manual,first owner,11,19.308943089430894,0,1,0,1,maruti
maruti wagon r lxi,2011,260000,28481,petrol,dealer,manual,first owner,15,9.128892946174643,0,1,0,1,maruti
ford ecosport 1.0 ecoboost titanium optional,2013,350000,100000,petrol,individual,manual,first owner,13,3.5,0,0,0,1,ford
mahindra xuv500 w8 2wd,2013,750000,41988,diesel,dealer,manual,first owner,13,17.862246356101743,1,1,0,1,mahindra
maruti wagon r lxi,2009,180000,30375,petrol,dealer,manual,first owner,17,5.925925925925926,0,1,0,1,maruti
renault kwid climber 1.0 amt bsiv,2017,350000,7658,petrol,dealer,automatic,first owner,9,45.703839122486286,0,1,1,1,renault
maruti swift dzire vdi,2017,611000,34400,diesel,dealer,manual,first owner,9,17.761627906976745,1,1,0,1,maruti
renault kwid rxl bsiv,2017,325000,18500,petrol,dealer,manual,first owner,9,17.56756756756757,0,1,0,1,renault
hyundai eon 1.0 era plus,2012,225000,48000,petrol,dealer,manual,first owner,14,4.6875,0,1,0,1,hyundai
maruti wagon r amt vxi,2014,300000,28942,petrol,dealer,automatic,first owner,12,10.365558703614125,0,1,1,1,maruti
mahindra bolero power plus slx,2017,400000,50000,diesel,individual,manual,second owner,9,8.0,1,0,0,2,mahindra
mahindra xuv500 w8 2wd,2012,711000,53600,diesel,dealer,manual,first owner,14,13.264925373134329,1,1,0,1,mahindra
toyota innova 2.5 g (diesel) 8 seater,2015,851000,53652,diesel,dealer,manual,first owner,11,15.861477670916276,1,1,0,1,toyota
maruti ertiga vxi,2014,500000,25000,petrol,individual,manual,first owner,12,20.0,0,0,0,1,maruti
toyota innova 2.5 g4 diesel 8-seater,2007,250000,80000,diesel,individual,manual,second owner,19,3.125,1,0,0,2,toyota
maruti alto 800 vxi,2017,150000,50000,petrol,individual,manual,first owner,9,3.0,0,0,0,1,maruti
mahindra scorpio 1.99 s10,2016,610000,15000,diesel,individual,manual,second owner,10,40.666666666666664,1,0,0,2,mahindra
mahindra kuv 100 g80 k2,2018,450000,5000,petrol,individual,manual,first owner,8,90.0,0,0,0,1,mahindra
hyundai i20 1.4 asta option,2017,744000,106000,diesel,individual,manual,first owner,9,7.018867924528302,1,0,0,1,hyundai
chevrolet spark 1.0,2008,120000,100000,petrol,individual,manual,third owner,18,1.2,0,0,0,3,chevrolet
renault kwid rxl,2016,220000,60000,petrol,individual,manual,third owner,10,3.6666666666666665,0,0,0,3,renault
maruti ertiga zdi,2012,480000,120000,diesel,individual,manual,fourth & above owner,14,4.0,1,0,0,4,maruti
maruti celerio zxi optional amt bsiv,2017,370000,82000,petrol,individual,automatic,first owner,9,4.512195121951219,0,0,1,1,maruti
fiat palio d 1.9 el ps,2003,55000,35000,diesel,individual,manual,second owner,23,1.5714285714285714,1,0,0,2,fiat
hyundai eon magna plus,2013,125000,205000,petrol,individual,manual,first owner,13,0.6097560975609756,0,0,0,1,hyundai
hyundai verna 1.6 crdi,2011,260000,125000,diesel,individual,manual,third owner,15,2.08,1,0,0,3,hyundai
fiat linea classic 1.3 multijet,2015,350000,130000,diesel,individual,manual,first owner,11,2.6923076923076925,1,0,0,1,fiat
maruti alto 800 cng lxi,2012,170000,97000,cng,individual,manual,second owner,14,1.7525773195876289,0,0,0,2,maruti
hyundai grand i10 sportz,2015,350000,90000,petrol,individual,manual,second owner,11,3.888888888888889,0,0,0,2,hyundai
maruti swift dzire vxi,2009,250000,60000,petrol,individual,manual,third owner,17,4.166666666666667,0,0,0,3,maruti
tata indigo cr4,2013,170000,60000,diesel,individual,manual,first owner,13,2.8333333333333335,1,0,0,1,tata
mahindra scorpio s11 bsiv,2018,1300000,35000,diesel,individual,manual,first owner,8,37.142857142857146,1,0,0,1,mahindra
hyundai grand i10 1.2 kappa sportz bsiv,2019,550000,25000,petrol,individual,manual,first owner,7,22.0,0,0,0,1,hyundai
honda brio 1.2 s mt,2017,400000,15000,petrol,individual,manual,first owner,9,26.666666666666668,0,0,0,1,honda
tata nano lx,2011,120000,20000,petrol,individual,manual,first owner,15,6.0,0,0,0,1,tata
tata nano lx,2011,120000,20000,petrol,individual,manual,first owner,15,6.0,0,0,0,1,tata
ford figo petrol titanium,2010,275000,70000,petrol,individual,manual,first owner,16,3.9285714285714284,0,0,0,1,ford
tata zest revotron 1.2t xe,2016,285000,90000,petrol,individual,manual,first owner,10,3.1666666666666665,0,0,0,1,tata
hyundai creta 1.4 crdi base,2016,900000,80000,diesel,individual,manual,first owner,10,11.25,1,0,0,1,hyundai
mercedes-benz m-class ml 350 cdi,2014,2500000,79500,diesel,individual,automatic,second owner,12,31.446540880503143,1,0,1,2,mercedes-benz
hyundai verna 1.6 sx crdi (o),2013,620000,70000,diesel,individual,manual,second owner,13,8.857142857142858,1,0,0,2,hyundai
toyota innova crysta 2.4 gx mt 8s bsiv,2018,1700000,5000,diesel,individual,manual,first owner,8,340.0,1,0,0,1,toyota
ford figo aspire 1.2 ti-vct titanium plus,2018,650000,15000,petrol,individual,manual,first owner,8,43.333333333333336,0,0,0,1,ford
maruti ertiga vxi,2014,500000,35000,petrol,individual,manual,first owner,12,14.285714285714286,0,0,0,1,maruti
tata new safari dicor 2.2 ex 4x4,2009,250000,120000,diesel,individual,manual,second owner,17,2.0833333333333335,1,0,0,2,tata
mahindra marazzo m4,2018,950000,15000,diesel,individual,manual,second owner,8,63.333333333333336,1,0,0,2,mahindra
toyota etios cross 1.2l g,2015,320000,60000,petrol,individual,manual,first owner,11,5.333333333333333,0,0,0,1,toyota
renault duster 110ps diesel rxz,2013,450000,120000,diesel,individual,manual,first owner,13,3.75,1,0,0,1,renault
mahindra kuv 100 mfalcon d75 k8 aw,2016,350000,90000,diesel,individual,manual,first owner,10,3.888888888888889,1,0,0,1,mahindra
maruti swift dzire vxi,2015,400000,90000,petrol,individual,manual,first owner,11,4.444444444444445,0,0,0,1,maruti
maruti omni mpi std bsiv,2018,200000,10000,petrol,individual,manual,first owner,8,20.0,0,0,0,1,maruti
hyundai i20 asta 1.4 crdi (diesel),2009,250000,72000,diesel,individual,manual,second owner,17,3.4722222222222223,1,0,0,2,hyundai
toyota innova 2.0 gx 8 str bsiv,2011,550000,197000,petrol,individual,manual,second owner,15,2.7918781725888326,0,0,0,2,toyota
maruti zen lxi,1999,85000,70000,petrol,individual,manual,second owner,27,1.2142857142857142,0,0,0,2,maruti
hyundai santro lp zipplus,2001,52000,50000,petrol,individual,manual,third owner,25,1.04,0,0,0,3,hyundai
tata hexa xta,2017,1200000,50000,diesel,individual,automatic,first owner,9,24.0,1,0,1,1,tata
hyundai verna 1.6 sx vtvt at,2011,450000,60000,petrol,individual,automatic,third owner,15,7.5,0,0,1,3,hyundai
maruti swift dzire vxi 1.2 bs iv,2018,615000,40000,petrol,individual,manual,first owner,8,15.375,0,0,0,1,maruti
maruti sx4 zdi leather,2012,400000,60000,diesel,individual,manual,second owner,14,6.666666666666667,1,0,0,2,maruti
tata nano lx,2013,60000,40000,petrol,individual,manual,first owner,13,1.5,0,0,0,1,tata
maruti ignis 1.2 alpha bsiv,2017,500000,9161,petrol,individual,manual,first owner,9,54.57919441109049,0,0,0,1,maruti
honda mobilio v i vtec,2015,600000,45000,petrol,individual,manual,first owner,11,13.333333333333334,0,0,0,1,honda
hyundai getz 1.3 gvs,2010,110000,110000,petrol,individual,manual,first owner,16,1.0,0,0,0,1,hyundai
hyundai santro xing gl plus,2013,175000,80000,petrol,individual,manual,first owner,13,2.1875,0,0,0,1,hyundai
ford fiesta titanium 1.5 tdci,2011,325000,100000,diesel,individual,manual,second owner,15,3.25,1,0,0,2,ford
maruti swift dzire ldi,2017,425000,90000,diesel,individual,manual,first owner,9,4.722222222222222,1,0,0,1,maruti
hyundai accent gle cng,2009,160000,70000,cng,individual,manual,third owner,17,2.2857142857142856,0,0,0,3,hyundai
maruti zen estilo lxi bsiii,2007,100000,80000,petrol,individual,manual,third owner,19,1.25,0,0,0,3,maruti
maruti swift dzire ldi,2014,390000,110000,diesel,individual,manual,second owner,12,3.5454545454545454,1,0,0,2,maruti
hyundai i20 1.2 spotz,2017,400000,50000,petrol,individual,manual,first owner,9,8.0,0,0,0,1,hyundai
tata tigor 1.2 revotron xm,2018,509999,5000,petrol,individual,manual,first owner,8,101.9998,0,0,0,1,tata
hyundai i10 magna 1.1,2008,150000,90000,petrol,individual,manual,third owner,18,1.6666666666666667,0,0,0,3,hyundai
hyundai santro xing gls,2009,110000,120000,petrol,individual,manual,first owner,17,0.9166666666666666,0,0,0,1,hyundai
nissan sunny diesel xv,2013,450000,80000,diesel,individual,manual,first owner,13,5.625,1,0,0,1,nissan
hyundai i20 1.2 spotz,2017,400000,38000,petrol,individual,manual,second owner,9,10.526315789473685,0,0,0,2,hyundai
hyundai santro xing gls,2009,140000,120000,petrol,individual,manual,first owner,17,1.1666666666666667,0,0,0,1,hyundai
tata indigo cr4,2011,130000,90000,diesel,individual,manual,first owner,15,1.4444444444444444,1,0,0,1,tata
maruti alto 800 lxi,2017,160000,50000,petrol,individual,manual,first owner,9,3.2,0,0,0,1,maruti
maruti alto 800 lxi,2016,150000,60000,petrol,individual,manual,first owner,10,2.5,0,0,0,1,maruti
mahindra xuv500 w8 2wd,2013,500000,100000,diesel,individual,manual,second owner,13,5.0,1,0,0,2,mahindra
tata nano std,2011,40000,19000,petrol,individual,manual,first owner,15,2.1052631578947367,0,0,0,1,tata
chevrolet tavera lt l1 7 seats bsiii,2006,140000,200000,diesel,individual,manual,third owner,20,0.7,1,0,0,3,chevrolet
mahindra verito 1.5 d2 bsiv,2015,227000,70000,diesel,individual,manual,second owner,11,3.242857142857143,1,0,0,2,mahindra
maruti swift vdi,2011,285000,50000,diesel,individual,manual,second owner,15,5.7,1,0,0,2,maruti
maruti alto lx,2012,155000,19077,petrol,individual,manual,second owner,14,8.12496723803533,0,0,0,2,maruti
hyundai eon d lite,2016,210000,30000,petrol,individual,manual,first owner,10,7.0,0,0,0,1,hyundai
maruti alto lxi,2009,140000,80000,petrol,individual,manual,second owner,17,1.75,0,0,0,2,maruti
toyota innova 2.5 gx (diesel) 7 seater,2015,940000,128000,diesel,individual,manual,first owner,11,7.34375,1,0,0,1,toyota
nissan terrano xv premium 110 ps,2013,750000,80000,diesel,individual,manual,first owner,13,9.375,1,0,0,1,nissan
maruti baleno alpha 1.3,2016,610000,100000,diesel,individual,manual,first owner,10,6.1,1,0,0,1,maruti
nissan sunny xv d premium leather,2015,450000,50000,diesel,individual,manual,first owner,11,9.0,1,0,0,1,nissan
toyota etios liva gd,2012,409999,56000,diesel,individual,manual,first owner,14,7.321410714285714,1,0,0,1,toyota
hyundai eon 1.0 era plus,2018,100000,21302,petrol,individual,manual,first owner,8,4.694394892498357,0,0,0,1,hyundai
renault kwid 1.0 rxt optional,2018,300000,10500,petrol,individual,manual,first owner,8,28.571428571428573,0,0,0,1,renault
mahindra bolero 2011-2019 slx,2013,400000,107000,diesel,individual,manual,first owner,13,3.7383177570093458,1,0,0,1,mahindra
hyundai i10 sportz 1.2,2010,210000,60000,petrol,individual,manual,second owner,16,3.5,0,0,0,2,hyundai
hyundai santro xing xg erlx euro iii,2006,90000,120000,petrol,individual,manual,second owner,20,0.75,0,0,0,2,hyundai
maruti wagon r lxi bs iv,2010,222000,70000,petrol,individual,manual,first owner,16,3.1714285714285713,0,0,0,1,maruti
maruti alto 800 lxi,2015,240000,50000,petrol,individual,manual,second owner,11,4.8,0,0,0,2,maruti
toyota etios liva gd,2013,450000,70000,diesel,individual,manual,second owner,13,6.428571428571429,1,0,0,2,toyota
renault duster 85ps diesel rxl,2013,450000,1000,diesel,dealer,manual,second owner,13,450.0,1,1,0,2,renault
mercedes-benz c-class progressive c 220d,2018,3800000,10000,diesel,dealer,automatic,first owner,8,380.0,1,1,1,1,mercedes-benz
audi a4 3.0 tdi quattro,2013,1580000,86000,diesel,dealer,automatic,first owner,13,18.372093023255815,1,1,1,1,audi
bmw x5 xdrive 30d xline,2019,4950000,30000,diesel,dealer,automatic,first owner,7,165.0,1,1,1,1,bmw
hyundai creta 1.6 crdi sx,2016,535000,52600,diesel,individual,manual,first owner,10,10.171102661596958,1,0,0,1,hyundai
maruti sx4 vxi bsiv,2012,225000,110000,petrol,individual,manual,second owner,14,2.0454545454545454,0,0,0,2,maruti
hyundai grand i10 1.2 kappa magna at,2017,550000,19890,petrol,dealer,automatic,first owner,9,27.65208647561589,0,1,1,1,hyundai
maruti swift zxi bsiv,2016,670000,7104,petrol,trustmark dealer,manual,first owner,10,94.31306306306307,0,0,0,1,maruti
maruti ertiga vxi,2015,625000,11918,petrol,trustmark dealer,manual,first owner,11,52.44168484645075,0,0,0,1,maruti
hyundai grand i10 magna at,2017,520000,10510,petrol,dealer,automatic,first owner,9,49.476688867745004,0,1,1,1,hyundai
chevrolet beat lt option,2016,239000,41000,petrol,dealer,manual,first owner,10,5.829268292682927,0,1,0,1,chevrolet
toyota fortuner 4x2 at,2017,2600000,47162,diesel,trustmark dealer,automatic,first owner,9,55.12912938382596,1,0,1,1,toyota
maruti s-cross zeta ddis 200 sh,2015,750000,45974,diesel,trustmark dealer,manual,first owner,11,16.313568538739286,1,0,0,1,maruti
hyundai i10 magna,2012,229999,49824,petrol,dealer,manual,first owner,14,4.616229126525369,0,1,0,1,hyundai
audi a6 2.0 tdi premium plus,2013,1300000,58500,diesel,dealer,automatic,first owner,13,22.22222222222222,1,1,1,1,audi
hyundai santro gs,2005,80000,56580,petrol,dealer,manual,first owner,21,1.4139271827500883,0,1,0,1,hyundai
skoda laura ambiente 2.0 tdi cr mt,2012,385000,52000,diesel,dealer,manual,first owner,14,7.403846153846154,1,1,0,1,skoda
hyundai verna 1.6 vtvt sx,2015,760000,55340,petrol,trustmark dealer,manual,first owner,11,13.733285146367907,0,0,0,1,hyundai
maruti swift dzire vdi,2017,600000,46507,diesel,trustmark dealer,manual,first owner,9,12.901283677725933,1,0,0,1,maruti
renault duster 85ps diesel rxl,2013,450000,1000,diesel,dealer,manual,second owner,13,450.0,1,1,0,2,renault
mercedes-benz c-class progressive c 220d,2018,3800000,10000,diesel,dealer,automatic,first owner,8,380.0,1,1,1,1,mercedes-benz
audi a4 3.0 tdi quattro,2013,1580000,86000,diesel,dealer,automatic,first owner,13,18.372093023255815,1,1,1,1,audi
bmw x5 xdrive 30d xline,2019,4950000,30000,diesel,dealer,automatic,first owner,7,165.0,1,1,1,1,bmw
hyundai creta 1.6 crdi sx,2016,535000,52600,diesel,individual,manual,first owner,10,10.171102661596958,1,0,0,1,hyundai
maruti sx4 vxi bsiv,2012,225000,110000,petrol,individual,manual,second owner,14,2.0454545454545454,0,0,0,2,maruti
hyundai grand i10 1.2 kappa magna at,2017,550000,19890,petrol,dealer,automatic,first owner,9,27.65208647561589,0,1,1,1,hyundai
maruti swift zxi bsiv,2016,670000,7104,petrol,trustmark dealer,manual,first owner,10,94.31306306306307,0,0,0,1,maruti
maruti ertiga vxi,2015,625000,11918,petrol,trustmark dealer,manual,first owner,11,52.44168484645075,0,0,0,1,maruti
hyundai grand i10 magna at,2017,520000,10510,petrol,dealer,automatic,first owner,9,49.476688867745004,0,1,1,1,hyundai
chevrolet beat lt option,2016,239000,41000,petrol,dealer,manual,first owner,10,5.829268292682927,0,1,0,1,chevrolet
toyota fortuner 4x2 at,2017,2600000,47162,diesel,trustmark dealer,automatic,first owner,9,55.12912938382596,1,0,1,1,toyota
maruti s-cross zeta ddis 200 sh,2015,750000,45974,diesel,trustmark dealer,manual,first owner,11,16.313568538739286,1,0,0,1,maruti
hyundai i10 magna,2012,229999,49824,petrol,dealer,manual,first owner,14,4.616229126525369,0,1,0,1,hyundai
audi a6 2.0 tdi premium plus,2013,1300000,58500,diesel,dealer,automatic,first owner,13,22.22222222222222,1,1,1,1,audi
hyundai santro gs,2005,80000,56580,petrol,dealer,manual,first owner,21,1.4139271827500883,0,1,0,1,hyundai
skoda laura ambiente 2.0 tdi cr mt,2012,385000,52000,diesel,dealer,manual,first owner,14,7.403846153846154,1,1,0,1,skoda
hyundai verna 1.6 vtvt sx,2015,760000,55340,petrol,trustmark dealer,manual,first owner,11,13.733285146367907,0,0,0,1,hyundai
maruti swift dzire vdi,2017,600000,46507,diesel,trustmark dealer,manual,first owner,9,12.901283677725933,1,0,0,1,maruti
volkswagen jetta 2.0l tdi highline at,2012,735000,55300,diesel,dealer,automatic,first owner,14,13.291139240506329,1,1,1,1,volkswagen
tata indica vista quadrajet 90 vx,2012,285000,74300,diesel,dealer,manual,first owner,14,3.8358008075370122,1,1,0,1,tata
honda city vx mt,2010,350000,48781,petrol,dealer,manual,first owner,16,7.174924663291035,0,1,0,1,honda
volkswagen jetta 1.9 highline tdi,2010,290000,87620,diesel,dealer,automatic,first owner,16,3.3097466331887695,1,1,1,1,volkswagen
volkswagen vento 1.5 tdi highline plus at,2017,890000,40219,diesel,dealer,automatic,first owner,9,22.12884457594669,1,1,1,1,volkswagen
honda jazz vx,2011,385000,11473,petrol,dealer,manual,first owner,15,33.557046979865774,0,1,0,1,honda
maruti eeco 5 seater ac bsiv,2017,425000,8352,petrol,dealer,manual,first owner,9,50.8860153256705,0,1,0,1,maruti
maruti wagon r vxi amt1.2bsiv,2017,525000,9745,petrol,dealer,automatic,first owner,9,53.873781426372496,0,1,1,1,maruti
hyundai grand i10 asta,2017,550000,9748,petrol,dealer,manual,first owner,9,56.42183011899877,0,1,0,1,hyundai
